@relation 'pacman-data-weka.filters.unsupervised.attribute.Remove-R26,28-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C26-L5-weka.filters.unsupervised.attribute.AddExpression-Ea11-a1-NposxrelGUno-weka.filters.unsupervised.attribute.AddExpression-Ea12-a2-NposyrelGUno-weka.filters.unsupervised.attribute.AddExpression-Ea13-a1-NposxrelGDos-weka.filters.unsupervised.attribute.AddExpression-Ea14-a2-NposyrelGDos-weka.filters.unsupervised.attribute.AddExpression-Ea15-a1-NposxrelGTres-weka.filters.unsupervised.attribute.AddExpression-Ea16-a2-NposyrelGTres-weka.filters.unsupervised.attribute.AddExpression-Ea17-a1-NposxrelGCuatro-weka.filters.unsupervised.attribute.AddExpression-Ea18-a2-NposyrelGCuatro-weka.filters.unsupervised.attribute.Remove-R1-2,11-18-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24,16-weka.filters.unsupervised.attribute.Remove-R13'

@attribute LegalWest {0,1}
@attribute LegalEast {0,1}
@attribute LegalNorth {0,1}
@attribute LegalSouth {0,1}
@attribute GUno {True,False}
@attribute GDos {True,False}
@attribute GTres {True,False}
@attribute GCuatro {True,False}
@attribute distGUno numeric
@attribute distGDos numeric
@attribute distGTres numeric
@attribute distGCuatro numeric
@attribute movaleatorio {0,1}
@attribute distComida numeric
@attribute posxrelGUno numeric
@attribute posyrelGUno numeric
@attribute posxrelGDos numeric
@attribute posyrelGDos numeric
@attribute posxrelGTres numeric
@attribute posyrelGTres numeric
@attribute posxrelGCuatro numeric
@attribute posyrelGCuatro numeric
@attribute class {West,East,South,North,Stop}

@data
1,1,0,1,False,False,True,False,0,0,6,0,1,-1,-7,-3,-5,-3,6,0,-1,-3,West
1,1,0,1,False,False,True,False,0,0,4,0,1,-1,-15,-5,-13,-5,-2,-2,-9,-5,West
1,1,0,1,False,False,True,False,0,0,5,0,1,-1,-15,-5,-13,-5,-2,-3,-9,-5,West
1,1,0,0,False,False,True,False,0,0,4,0,1,-1,-14,-5,-12,-5,-1,-3,-8,-5,West
1,1,0,1,False,False,True,False,0,0,3,0,1,-1,-13,-5,-11,-5,0,-3,-7,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-12,-5,-10,-5,2,-3,-6,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-11,-5,-9,-5,2,-3,-5,-5,West
1,1,0,1,False,False,True,False,0,0,3,0,1,-1,-13,-5,-11,-5,1,-2,-7,-5,West
1,1,0,1,False,False,True,False,0,0,5,0,1,-1,-15,-5,-13,-5,-3,-2,-9,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-14,-5,-12,-5,-2,-3,-8,-5,West
1,1,0,0,False,False,True,False,0,0,6,0,0,-1,-14,-5,-12,-5,-3,-3,-8,-5,West
1,1,0,1,False,False,True,False,0,0,5,0,1,-1,-13,-5,-11,-5,-2,-3,-7,-5,West
1,1,0,1,False,False,True,False,0,0,5,0,1,-1,-13,-5,-11,-5,-2,-3,-7,-5,West
1,1,0,0,False,False,True,False,0,0,6,0,0,-1,-12,-5,-10,-5,-3,-3,-6,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-12,-5,-10,-5,-2,-3,-6,-5,West
1,1,0,0,False,False,True,False,0,0,3,0,1,-1,-11,-5,-9,-5,0,-3,-5,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-10,-5,-8,-5,2,-3,-4,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,0,-1,-11,-5,-9,-5,2,-3,-5,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-10,-5,-8,-5,2,-3,-4,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-10,-5,-8,-5,3,-2,-4,-5,West
1,1,0,1,False,False,True,False,0,0,6,0,1,-1,-15,-5,-13,-5,-4,-2,-9,-5,West
1,1,0,0,False,False,True,False,0,0,7,0,1,-1,-14,-5,-12,-5,-5,-2,-8,-5,West
1,1,0,1,False,False,True,False,0,0,8,0,1,-1,-15,-5,-13,-5,-5,-3,-9,-5,West
1,1,0,1,False,False,True,False,0,0,7,0,1,-1,-15,-5,-13,-5,-4,-3,-9,-5,West
1,1,0,0,False,False,True,False,0,0,4,0,0,-1,-14,-5,-12,-5,-2,-2,-8,-5,West
1,1,0,1,False,False,True,False,0,0,4,0,1,-1,-13,-5,-11,-5,-2,-2,-7,-5,West
1,1,0,1,False,False,True,False,0,0,4,0,1,-1,-13,-5,-11,-5,-2,-2,-7,-5,West
1,1,0,0,False,False,True,False,0,0,3,0,0,-1,-12,-5,-10,-5,0,-3,-6,-5,West
1,1,0,0,False,False,True,False,0,0,2,0,1,-1,-12,-5,-10,-5,2,0,-6,-5,West
1,1,0,0,False,False,True,False,0,0,3,0,1,-1,-11,-5,-9,-5,3,0,-5,-5,West
1,1,0,0,False,False,True,False,0,0,3,0,1,-1,-10,-5,-8,-5,3,0,-4,-5,West
1,1,0,0,False,False,True,False,0,0,5,0,1,-1,-9,-5,-7,-5,5,0,-3,-5,West
1,1,0,0,False,False,True,False,0,0,7,0,0,-1,-11,-5,-9,-5,5,-2,-5,-5,West
1,1,0,0,False,False,True,False,0,0,8,0,1,-1,-10,-5,-8,-5,6,-2,-4,-5,West
1,1,0,0,False,False,True,False,0,0,10,0,1,-1,-9,-5,-7,-5,7,-3,-3,-5,West
1,1,0,0,False,False,True,False,0,0,12,0,1,-1,-8,-5,-6,-5,9,-3,-2,-5,West
1,1,0,0,False,False,True,False,0,0,12,0,1,-1,-7,-5,-5,-5,9,-3,-1,-5,West
1,1,0,0,False,False,True,False,0,0,13,0,1,-1,-7,-5,-5,-5,10,-3,-1,-5,West
1,1,0,1,False,False,True,False,0,0,11,0,1,-1,-7,-3,-5,-3,10,1,-1,-3,West
1,1,1,1,False,False,True,False,0,0,12,0,1,-1,-6,-3,-4,-3,11,1,0,-3,West
1,1,1,0,False,False,True,False,0,0,13,0,1,-1,-6,-2,-4,-2,11,2,0,-2,West
1,1,1,0,False,False,True,False,0,0,14,0,1,-1,-5,-2,-3,-2,12,2,1,-2,West
1,1,1,0,False,False,True,False,0,0,14,0,1,-1,-6,-2,-4,-2,11,3,0,-2,West
1,1,1,0,False,False,True,False,0,0,11,0,1,-1,-8,-2,-6,-2,9,2,-2,-2,West
1,1,1,0,False,False,True,False,0,0,12,0,0,-1,-8,-2,-6,-2,9,3,-2,-2,West
1,1,1,0,False,False,True,False,0,0,13,0,1,-1,-7,-2,-5,-2,10,3,-1,-2,West
1,1,0,1,False,False,True,False,0,0,9,0,1,-1,-8,-3,-6,-3,9,0,-2,-3,West
1,1,0,1,False,False,True,False,0,0,8,0,1,-1,-9,-3,-7,-3,7,-1,-3,-3,West
1,1,0,1,False,False,True,False,0,0,8,0,1,-1,-9,-3,-7,-3,8,0,-3,-3,West
1,1,1,0,False,False,True,False,0,0,5,0,1,-1,-9,-2,-7,-2,5,0,-3,-2,West
1,1,1,0,False,False,True,False,0,0,7,0,0,-1,-8,-2,-6,-2,6,1,-2,-2,West
1,1,1,0,False,False,True,False,0,0,6,0,1,-1,-7,-2,-5,-2,6,0,-1,-2,West
1,1,1,0,False,False,True,False,0,0,8,0,1,-1,-6,-2,-4,-2,7,1,0,-2,West
1,1,0,1,False,False,True,False,0,0,4,0,1,-1,-8,-3,-6,-3,3,-1,-2,-3,West
1,1,0,1,False,False,True,False,0,0,6,0,1,-1,-7,-3,-5,-3,5,-1,-1,-3,West
1,1,0,1,False,False,True,False,0,0,4,0,1,-1,-7,-3,-5,-3,4,0,-1,-3,West
1,1,1,1,False,False,True,False,0,0,6,0,1,-1,-6,-3,-4,-3,6,0,0,-3,West
1,1,1,1,False,False,True,False,0,0,5,0,0,-1,-6,-3,-4,-3,5,0,0,-3,West
1,1,1,0,False,False,True,False,0,0,3,0,1,-1,-6,-2,-4,-2,3,0,0,-2,West
1,1,0,0,True,True,True,True,2,2,8,10,1,-1,0,-2,2,0,5,-3,10,0,West
1,1,0,0,True,True,True,True,3,3,9,11,0,-1,1,-2,3,0,6,-3,11,0,West
1,1,0,0,True,True,True,True,4,4,10,12,1,-1,2,-2,4,0,7,-3,12,0,West
1,1,0,0,True,True,True,True,5,5,11,13,1,-1,3,-2,5,0,8,-3,13,0,West
1,1,0,0,True,True,True,True,4,4,10,12,1,-1,2,-2,4,0,7,-3,12,0,West
1,1,0,0,True,True,True,True,4,4,10,12,1,-1,2,-2,4,0,7,-3,12,0,West
1,1,0,0,True,True,True,True,5,5,11,13,1,-1,3,-2,5,0,8,-3,13,0,West
1,1,0,0,True,True,True,True,6,6,12,14,1,-1,4,-2,6,0,9,-3,14,0,West
1,1,0,1,True,True,True,True,4,8,10,16,1,-1,4,0,6,2,9,-1,14,2,West
1,1,0,1,True,True,True,True,4,8,10,16,0,-1,4,0,6,2,9,-1,14,2,West
1,1,0,1,True,True,True,True,3,7,9,15,1,-1,3,0,5,2,8,-1,13,2,West
1,1,1,0,True,True,True,True,3,7,7,15,1,-1,2,1,4,3,7,0,12,3,West
1,1,1,0,True,True,True,True,2,6,6,14,1,-1,1,1,3,3,6,0,11,3,West
1,1,1,0,True,True,False,True,6,6,0,8,1,-1,-5,1,-3,3,-6,-2,5,3,West
1,1,1,0,True,True,False,True,5,5,0,9,0,-1,-4,1,-2,3,-5,-2,6,3,West
1,1,0,1,True,True,False,True,4,4,0,8,1,-1,-4,0,-2,2,-5,-3,6,2,West
1,1,0,1,True,True,False,True,5,5,0,7,1,-1,-5,0,-3,2,-6,-3,5,2,West
1,1,0,1,True,True,False,True,4,4,0,8,1,-1,-4,0,-2,2,-5,-3,6,2,West
1,1,0,1,True,True,False,True,3,3,0,9,1,-1,-3,0,-1,2,-4,-3,7,2,West
1,1,0,1,True,True,False,True,2,2,0,10,1,-1,-2,0,0,2,-3,-3,8,2,West
1,1,1,0,True,True,False,True,2,4,0,12,1,-1,-1,1,1,3,-2,-2,9,3,West
1,1,1,0,True,True,False,True,1,5,0,13,0,-1,0,1,2,3,-1,-2,10,3,West
1,1,1,0,False,True,False,True,0,3,0,11,1,-1,-7,-2,0,3,-3,-2,8,3,West
1,1,0,1,False,True,False,True,0,1,0,9,1,-1,-6,-5,1,0,-2,-5,9,0,West
1,1,0,0,False,False,False,True,0,0,0,7,0,-1,-8,-5,-6,-5,-4,-5,7,0,West
1,1,0,0,False,False,False,True,0,0,0,8,1,-1,-7,-5,-5,-5,-3,-5,8,0,West
1,1,0,0,False,False,False,True,0,0,0,5,1,-1,-10,-5,-8,-5,-6,-5,5,0,West
1,1,0,0,False,False,False,True,0,0,0,4,1,-1,-11,-5,-9,-5,-7,-5,4,0,West
1,1,1,0,True,True,True,True,7,6,6,7,1,2,-2,5,2,4,-1,5,3,4,West
1,1,1,0,True,True,True,True,6,6,6,7,1,3,-1,5,2,4,1,5,4,4,West
1,1,1,1,True,True,True,True,6,7,5,8,1,1,-1,5,4,3,1,4,4,4,West
1,1,1,1,True,True,True,True,4,5,4,6,0,4,-1,3,4,-1,0,4,3,2,West
1,1,1,1,True,True,True,True,3,6,4,6,0,2,-1,2,4,-2,1,3,5,0,West
1,1,1,1,True,True,True,True,1,7,2,6,1,1,0,1,3,-4,0,2,5,1,West
1,1,1,1,True,True,False,True,1,5,0,2,0,4,-1,0,1,-4,-1,-7,-1,0,West
1,1,1,1,False,True,False,True,0,5,0,2,0,2,-4,-8,1,-4,0,-8,-1,0,West
1,0,1,1,False,True,False,False,0,3,0,0,1,8,-6,-4,-1,-2,-2,-4,0,-4,West
1,1,1,1,False,True,False,False,0,3,0,0,1,7,-5,-4,1,-2,-1,-4,1,-4,West
1,1,1,1,False,True,False,False,0,2,0,0,1,8,-5,-3,1,1,-1,-3,1,-3,West
1,1,1,1,True,False,False,True,2,0,0,3,0,1,-1,1,1,-8,3,-8,1,-2,West
1,1,0,1,False,False,False,True,0,0,0,4,1,2,-1,-9,1,-9,3,-9,1,-3,West
1,1,0,1,False,False,False,True,0,0,0,3,1,1,-2,-9,0,-9,2,-9,0,-3,West
1,1,0,1,False,False,False,True,0,0,0,4,0,2,-1,-9,1,-9,3,-9,1,-3,West
1,1,0,1,False,False,False,True,0,0,0,4,1,2,-1,-9,1,-9,3,-9,1,-3,West
1,1,1,1,False,False,False,True,0,0,0,3,0,1,-3,-8,-1,-8,1,-8,-1,-2,West
0,1,0,1,True,True,True,True,11,7,7,18,1,14,5,-6,5,-2,7,0,13,-5,East
0,1,1,1,True,True,True,True,7,6,9,13,1,12,2,-5,6,0,7,2,11,-1,East
1,1,0,1,True,True,True,True,7,4,9,13,1,11,1,-6,4,0,7,2,10,-2,East
0,1,1,1,True,True,True,True,7,5,10,14,1,12,1,-6,5,0,9,1,13,-1,East
0,1,1,1,True,True,True,True,4,8,13,13,1,10,2,-2,4,4,11,2,11,2,East
0,1,1,0,True,True,True,True,5,12,18,14,0,12,4,1,5,7,13,5,9,6,East
0,1,1,0,True,True,True,True,4,9,17,14,1,12,3,1,5,4,12,5,9,6,East
1,1,1,0,True,True,True,True,4,8,15,12,1,11,2,2,4,4,11,4,8,5,East
1,1,1,0,True,True,True,True,5,12,17,14,1,11,3,2,7,5,12,5,9,6,East
0,1,1,1,False,True,True,True,0,8,14,16,0,11,0,-3,7,1,11,3,10,7,East
1,1,1,1,False,True,True,True,0,6,14,16,0,10,-1,-3,5,1,11,3,9,6,East
1,1,1,1,False,True,True,True,0,4,14,14,0,9,-2,-3,3,1,10,4,8,7,East
1,1,1,1,False,True,True,True,0,2,12,12,0,8,-3,-3,2,0,9,3,6,7,East
1,1,1,1,False,True,True,True,0,2,12,12,0,7,-4,-3,1,-1,9,3,4,7,East
1,1,1,0,False,False,True,True,0,0,10,12,1,9,-3,-2,-1,-2,9,1,7,6,East
1,1,1,0,False,False,True,True,0,0,10,11,1,8,-4,-2,-2,-2,9,1,5,7,East
1,1,1,1,False,False,True,True,0,0,14,14,1,10,-1,-3,1,-3,14,0,10,5,East
0,1,1,1,False,False,True,True,0,0,16,14,0,10,0,-4,2,-4,15,-1,12,3,East
0,1,1,1,False,False,True,True,0,0,17,14,1,10,0,-4,2,-4,17,0,12,3,East
0,1,1,1,False,False,True,True,0,0,17,15,0,11,0,-3,2,-3,16,-1,11,5,East
1,1,1,1,False,False,True,True,0,0,17,15,0,10,-1,-3,1,-3,16,-1,9,5,East
1,1,1,1,False,False,True,True,0,0,15,14,0,9,-2,-3,0,-3,14,-1,9,5,East
1,1,1,1,False,False,True,True,0,0,13,12,0,8,-3,-3,-1,-3,13,0,8,5,East
1,1,1,1,False,False,True,True,0,0,12,11,0,7,-4,-3,-2,-3,12,0,7,4,East
1,1,1,1,False,False,True,True,0,0,11,10,0,6,-5,-3,-3,-3,11,0,6,4,East
1,1,1,1,False,False,True,True,0,0,9,10,0,5,-6,-3,-4,-3,9,0,5,4,East
1,1,1,1,False,False,True,True,0,0,9,10,0,4,-7,-3,-5,-3,8,1,5,4,East
1,1,1,1,False,False,True,True,0,0,7,10,0,3,-8,-3,-6,-3,6,1,5,4,East
1,1,1,1,False,False,True,True,0,0,6,9,0,2,-9,-3,-7,-3,5,1,5,4,East
1,1,1,1,False,False,True,True,0,0,6,7,1,9,-9,-4,-7,-4,5,-1,5,3,East
1,1,1,1,False,False,True,True,0,0,6,10,0,11,-8,-3,-6,-3,6,0,4,5,East
1,1,1,1,False,False,True,True,0,0,6,9,0,10,-9,-3,-7,-3,5,1,4,5,East
1,1,0,1,False,False,True,True,0,0,8,11,0,13,-5,-4,-3,-4,7,-1,8,4,East
1,1,1,0,False,False,True,True,0,0,8,13,1,14,-6,-2,-4,-2,6,2,7,7,East
1,1,0,1,False,False,True,True,0,0,10,11,1,14,-4,-4,-2,-4,9,1,7,3,East
1,1,0,1,False,False,True,True,0,0,12,11,1,14,-4,-4,-2,-4,10,2,9,3,East
1,1,0,1,False,False,True,True,0,0,12,14,1,15,-3,-4,-1,-4,9,3,10,4,East
1,1,0,1,False,False,True,True,0,0,12,13,1,14,-4,-4,-2,-4,9,3,9,4,East
1,1,0,1,False,False,True,True,0,0,10,11,1,13,-5,-4,-3,-4,7,3,8,4,East
1,1,1,0,False,False,True,True,0,0,12,17,1,15,-5,-2,-3,-2,6,6,10,6,East
1,1,1,0,False,False,True,True,0,0,11,16,1,16,-4,-2,-2,-2,7,4,12,5,East
1,1,1,0,False,False,True,True,0,0,13,16,1,16,-4,-2,-2,-2,7,6,11,6,East
1,1,1,0,False,False,True,True,0,0,13,14,1,15,-5,-2,-3,-2,7,6,10,5,East
1,1,1,0,False,False,True,True,0,0,14,17,1,16,-4,-2,-2,-2,8,6,12,5,East
1,1,1,1,False,False,True,True,0,0,12,15,1,15,-4,-3,-2,-3,8,4,10,4,East
1,1,1,1,False,False,True,True,0,0,11,13,1,14,-5,-3,-3,-3,7,4,9,5,East
1,1,1,1,False,False,True,True,0,0,11,13,1,13,-6,-3,-4,-3,6,5,7,5,East
1,1,1,1,False,False,True,True,0,0,9,12,1,12,-7,-3,-5,-3,4,5,6,6,East
1,1,1,1,False,False,True,True,0,0,6,10,1,10,-8,-4,-6,-4,4,2,5,6,East
1,1,1,1,False,False,True,True,0,0,7,12,0,10,-9,-3,-7,-3,3,4,6,7,East
1,1,1,0,False,False,True,True,0,0,9,13,1,11,-9,-2,-7,-2,3,6,4,8,East
1,1,1,0,False,False,True,True,0,0,7,15,1,11,-9,-2,-7,-2,2,5,6,8,East
1,1,1,1,False,False,True,True,0,0,8,15,0,11,-7,-4,-5,-4,5,3,8,6,East
1,1,1,1,False,False,True,True,0,0,8,15,0,10,-8,-4,-6,-4,5,3,8,6,East
1,1,1,1,False,False,True,True,0,0,7,13,0,9,-9,-4,-7,-4,4,3,8,6,East
1,1,0,1,False,False,True,True,0,0,5,6,1,8,-10,-4,-8,-4,1,4,4,3,East
1,1,0,0,False,False,True,True,0,0,5,7,1,7,-11,-4,-9,-4,1,4,4,2,East
1,1,0,1,False,False,True,True,0,0,4,7,1,6,-12,-4,-10,-4,1,3,4,4,East
1,1,0,0,False,False,True,True,0,0,6,7,1,-1,-12,-10,-10,-10,1,-5,3,-4,East
1,1,0,1,False,False,True,True,0,0,5,5,1,-1,-13,-10,-11,-10,0,-5,2,-4,East
1,1,0,0,False,False,True,True,0,0,6,3,1,-1,-14,-10,-12,-10,0,-6,1,-2,East
1,1,0,0,False,False,True,False,0,0,12,0,1,-1,-11,-10,-9,-10,6,-6,-5,-10,East
1,1,0,1,False,False,True,False,0,0,13,0,1,-1,-10,-10,-8,-10,7,-6,-4,-10,East
1,1,0,1,False,False,True,False,0,0,13,0,1,-1,-10,-10,-8,-10,6,-7,-4,-10,East
1,1,0,0,False,False,True,False,0,0,13,0,1,-1,-7,-10,-5,-10,6,-7,-1,-10,East
1,1,0,0,False,False,True,False,0,0,11,0,1,-1,-8,-10,-6,-10,4,-7,-2,-10,East
1,1,0,0,False,False,True,False,0,0,14,0,1,-1,-7,-10,-5,-10,6,-8,-1,-10,East
1,1,0,1,False,False,True,False,0,0,19,0,1,-1,-2,-8,0,-8,13,-6,4,-8,East
1,1,1,1,False,False,True,False,0,0,17,0,0,-1,-3,-7,-1,-7,13,-4,3,-7,East
1,1,1,1,False,False,True,False,0,0,17,0,0,-1,-4,-7,-2,-7,12,-5,2,-7,East
1,1,1,1,False,False,True,False,0,0,17,0,0,-1,-5,-7,-3,-7,12,-5,1,-7,East
1,1,1,1,False,False,True,False,0,0,16,0,0,-1,-6,-7,-4,-7,11,-5,0,-7,East
1,1,1,1,False,False,True,False,0,0,14,0,0,-1,-7,-7,-5,-7,9,-5,-1,-7,East
1,1,1,1,False,False,True,False,0,0,13,0,0,-1,-8,-7,-6,-7,8,-5,-2,-7,East
1,1,1,0,False,False,True,False,0,0,12,0,0,-1,-6,-6,-4,-6,8,-4,0,-6,East
1,1,1,1,False,False,True,False,0,0,12,0,0,-1,-7,-6,-5,-6,8,-4,-1,-6,East
1,1,1,1,False,False,True,False,0,0,11,0,0,-1,-8,-6,-6,-6,7,-4,-2,-6,East
1,1,0,1,False,False,True,False,0,0,14,0,1,-1,-8,-8,-6,-8,8,-6,-2,-8,East
1,1,1,1,False,False,True,False,0,0,12,0,0,-1,-8,-7,-6,-7,7,-5,-2,-7,East
1,1,1,1,False,False,True,False,0,0,12,0,1,-1,-8,-7,-6,-7,7,-5,-2,-7,East
1,1,1,1,False,False,True,False,0,0,14,0,1,-1,-8,-7,-6,-7,9,-5,-2,-7,East
1,1,0,0,False,False,True,False,0,0,16,0,1,-1,-8,-10,-6,-10,9,-7,-2,-10,East
1,1,0,1,False,False,True,False,0,0,14,0,1,-1,-9,-10,-7,-10,8,-6,-3,-10,East
1,1,0,0,False,False,True,False,0,0,17,0,1,-1,-6,-10,-4,-10,11,-6,0,-10,East
1,1,0,0,False,False,True,False,0,0,15,0,1,-1,-7,-10,-5,-10,10,-5,-1,-10,East
1,1,0,0,False,False,True,False,0,0,16,0,1,-1,-6,-10,-4,-10,11,-5,0,-10,East
1,1,0,1,False,False,True,False,0,0,18,0,1,-1,-5,-10,-3,-10,12,-6,1,-10,East
1,1,0,0,False,False,True,False,0,0,16,0,1,-1,-6,-10,-4,-10,11,-5,0,-10,East
1,1,0,1,False,False,True,False,0,0,19,0,1,-1,-4,-10,-2,-10,12,-7,2,-10,East
0,1,1,1,False,False,True,False,0,0,20,0,1,-1,-4,-9,-2,-9,13,-7,2,-9,East
0,1,1,1,False,False,True,False,0,0,19,0,1,-1,-4,-9,-2,-9,13,-6,2,-9,East
1,1,1,1,False,False,True,False,0,0,15,0,0,-1,-5,-8,-3,-8,12,-3,1,-8,East
1,1,0,1,False,False,True,False,0,0,15,0,1,-1,-6,-8,-4,-8,11,-4,0,-8,East
1,1,1,1,False,False,True,False,0,0,9,0,1,-1,-7,-6,-5,-6,7,-2,-1,-6,East
1,1,1,1,False,False,True,False,0,0,12,0,0,-1,-8,-7,-6,-7,7,-5,-2,-7,East
1,1,1,1,False,False,True,False,0,0,10,0,1,-1,-8,-6,-6,-6,6,-4,-2,-6,East
1,1,0,1,False,False,True,False,0,0,11,0,0,-1,-6,-8,-4,-8,6,-5,0,-8,East
1,1,1,1,False,False,True,False,0,0,12,0,1,-1,-6,-7,-4,-7,7,-5,0,-7,East
1,1,1,1,False,False,True,False,0,0,11,0,1,-1,-7,-7,-5,-7,6,-5,-1,-7,East
1,1,1,0,False,False,True,False,0,0,12,0,1,-1,-6,-6,-4,-6,8,-4,0,-6,East
0,1,1,1,False,False,True,False,0,0,10,0,1,-1,-7,-5,-5,-5,7,-3,-1,-5,East
1,1,1,1,False,False,True,False,0,0,9,0,1,-1,-8,-4,-6,-4,7,-2,-2,-4,East
1,1,1,1,False,False,True,False,0,0,8,0,0,-1,-8,-4,-6,-4,6,-2,-2,-4,East
1,1,1,1,False,False,True,False,0,0,8,0,0,-1,-9,-4,-7,-4,6,-2,-3,-4,East
1,1,1,1,False,False,True,False,0,0,9,0,0,-1,-7,-7,-5,-7,6,-3,-1,-7,East
1,1,1,1,False,False,True,False,0,0,9,0,0,-1,-8,-7,-6,-7,5,-4,-2,-7,East
1,1,1,1,False,False,True,False,0,0,9,0,1,-1,-8,-6,-6,-6,6,-3,-2,-6,East
1,1,0,1,False,False,True,False,0,0,8,0,0,-1,-7,-8,-5,-8,6,-2,-1,-8,East
1,1,1,1,False,False,True,False,0,0,8,0,1,-1,-8,-7,-6,-7,5,-3,-2,-7,East
1,1,1,1,False,False,True,False,0,0,11,0,1,-1,-7,-7,-5,-7,6,-5,-1,-7,East
0,1,1,1,False,False,True,False,0,0,8,0,1,-1,-7,-5,-5,-5,5,-3,-1,-5,East
1,1,1,1,False,False,True,False,0,0,4,0,0,-1,-8,-3,-6,-3,3,1,-2,-3,East
1,1,1,1,False,False,True,False,0,0,2,0,0,-1,-9,-3,-7,-3,1,1,-3,-3,East
0,1,0,1,True,True,True,True,11,7,7,18,1,14,5,-6,5,-2,7,0,13,-5,East
1,1,0,0,True,True,True,True,10,6,6,17,1,13,4,-6,4,-2,6,0,12,-5,East
1,1,0,0,True,True,True,True,9,5,5,16,1,12,3,-6,3,-2,5,0,11,-5,East
1,1,0,0,True,True,True,True,9,5,5,16,0,12,3,-6,3,-2,5,0,11,-5,East
1,1,0,0,True,True,True,True,9,5,5,16,1,12,3,-6,3,-2,5,0,11,-5,East
1,1,0,0,True,True,True,True,8,4,4,15,1,11,2,-6,2,-2,4,0,10,-5,East
1,1,0,0,True,True,True,True,8,4,4,15,1,11,2,-6,2,-2,4,0,10,-5,East
1,1,0,1,True,True,True,True,7,3,3,14,1,10,1,-6,1,-2,3,0,9,-5,East
1,1,0,1,True,True,True,True,6,2,2,13,1,9,0,-6,0,-2,2,0,8,-5,East
1,1,0,0,True,True,True,True,7,3,1,12,1,8,-1,-6,-1,-2,1,0,7,-5,East
1,1,0,1,True,True,False,True,7,3,0,14,1,10,1,-6,1,-2,0,-10,9,-5,East
1,1,0,1,True,True,False,True,6,2,0,13,1,9,0,-6,0,-2,-1,-10,8,-5,East
1,1,0,1,True,True,False,True,6,2,0,13,1,9,0,-6,0,-2,-1,-10,8,-5,East
1,1,0,0,True,True,False,True,7,3,0,12,1,8,-1,-6,-1,-2,-2,-10,7,-5,East
1,1,0,0,True,True,False,True,8,4,0,11,1,7,-2,-6,-2,-2,-3,-10,6,-5,East
1,1,0,0,True,True,False,True,9,5,0,10,1,6,-3,-6,-3,-2,-4,-10,5,-5,East
1,1,0,0,True,True,False,True,9,5,0,10,0,6,-3,-6,-3,-2,-4,-10,5,-5,East
0,1,1,1,True,True,False,True,9,5,0,8,1,4,-4,-5,-4,-1,-5,-9,4,-4,East
1,1,0,1,True,True,False,True,6,2,0,13,1,9,0,-6,0,-2,-1,-10,8,-5,East
0,1,1,1,True,True,False,True,6,2,0,13,1,9,1,-5,1,-1,0,-9,9,-4,East
0,1,1,1,True,True,False,True,6,2,0,13,0,9,1,-5,1,-1,0,-9,9,-4,East
1,1,0,1,True,True,False,True,7,3,0,14,1,10,1,-6,1,-2,0,-10,9,-5,East
1,1,1,1,True,True,False,True,5,1,0,12,0,8,1,-4,1,0,0,-8,9,-3,East
1,1,1,0,True,False,False,True,3,0,0,10,1,6,1,-2,-2,-6,0,-6,9,-1,East
0,1,1,1,True,False,False,True,8,0,0,15,1,11,5,-3,2,-7,4,-7,13,-2,East
0,1,1,1,True,False,False,True,8,0,0,15,1,11,5,-3,2,-7,4,-7,13,-2,East
0,1,1,1,True,False,False,True,9,0,0,16,1,12,5,-4,2,-8,4,-8,13,-3,East
1,1,0,1,True,False,False,True,8,0,0,15,1,11,4,-4,1,-8,3,-8,12,-3,East
0,1,1,1,True,False,False,True,9,0,0,16,1,12,5,-4,2,-8,4,-8,13,-3,East
0,1,1,1,True,False,False,True,8,0,0,15,1,11,5,-3,2,-7,4,-7,13,-2,East
0,1,1,1,True,False,False,True,9,0,0,16,1,12,5,-4,2,-8,4,-8,13,-3,East
1,1,0,1,True,False,False,True,8,0,0,15,1,11,4,-4,1,-8,3,-8,12,-3,East
1,1,0,1,True,False,False,True,7,0,0,14,1,10,3,-4,0,-8,2,-8,11,-3,East
1,1,1,1,True,False,False,True,6,0,0,13,1,9,3,-3,0,-7,2,-7,11,-2,East
1,1,1,1,True,False,False,True,6,0,0,13,1,9,3,-3,0,-7,2,-7,11,-2,East
0,1,1,1,True,False,False,True,9,0,0,16,1,12,5,-4,2,-8,4,-8,13,-3,East
1,1,0,1,True,False,False,True,8,0,0,15,1,11,4,-4,1,-8,3,-8,12,-3,East
1,1,1,1,True,False,False,True,7,0,0,14,0,10,4,-3,1,-7,3,-7,12,-2,East
