@relation 'pacman-data-weka.filters.unsupervised.attribute.AddExpression-Ea11-a1-NposxrelGUno-weka.filters.unsupervised.attribute.AddExpression-Ea12-a2-NposyrelGUno-weka.filters.unsupervised.attribute.AddExpression-Ea13-a1-NposxrelGDos-weka.filters.unsupervised.attribute.AddExpression-Ea14-a2-NposyrelGDos-weka.filters.unsupervised.attribute.AddExpression-Ea15-a1-NposxrelGTres-weka.filters.unsupervised.attribute.AddExpression-Ea16-a2-NposyrelGTres-weka.filters.unsupervised.attribute.AddExpression-Ea17-a1-NposxrelGCuatro-weka.filters.unsupervised.attribute.AddExpression-Ea18-a2-NposyrelGCuatro-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,35,36,28'

@attribute posx numeric
@attribute posy numeric
@attribute LegalWest {0,1}
@attribute LegalEast {0,1}
@attribute LegalNorth {0,1}
@attribute LegalSouth {0,1}
@attribute GUno {True,False}
@attribute GDos {True,False}
@attribute GTres {True,False}
@attribute GCuatro {True,False}
@attribute posxGUno numeric
@attribute posyGUno numeric
@attribute posxGDos numeric
@attribute posyGDos numeric
@attribute posxGTres numeric
@attribute posyGTres numeric
@attribute posxGCuatro numeric
@attribute posyGCuatro numeric
@attribute distGUno numeric
@attribute distGDos numeric
@attribute distGTres numeric
@attribute distGCuatro numeric
@attribute fantasmaCercano numeric
@attribute movaleatorio {0,1}
@attribute distComida numeric
@attribute score numeric
@attribute class {West,East,South,North,Stop}
@attribute posxrelGUno numeric
@attribute posyrelGUno numeric
@attribute posxrelGDos numeric
@attribute posyrelGDos numeric
@attribute posxrelGTres numeric
@attribute posyrelGTres numeric
@attribute posxrelGCuatro numeric
@attribute posyrelGCuatro numeric
@attribute scoreNext numeric

@data
2,8,1,1,1,1,False,True,False,False,1,1,4,12,5,1,7,1,0,6,0,0,0,1,17,544,South,-1,-7,2,4,3,-7,5,-7,543
2,7,1,1,1,1,False,True,False,False,1,1,4,11,5,1,7,1,0,6,0,0,0,1,18,543,West,-1,-6,2,4,3,-6,5,-6,542
1,7,0,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,6,0,0,0,1,19,542,East,0,-6,2,4,4,-6,6,-6,541
2,7,1,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,5,0,0,0,1,18,541,East,-1,-6,1,4,3,-6,5,-6,540
3,7,1,1,1,1,False,True,False,False,1,1,3,12,5,1,7,1,0,5,0,0,0,1,17,540,West,-2,-6,0,5,2,-6,4,-6,539
2,7,1,1,1,1,False,True,False,False,1,1,3,13,5,1,7,1,0,7,0,0,0,0,18,539,East,-1,-6,1,6,3,-6,5,-6,538
3,7,1,1,1,1,False,True,False,False,1,1,3,14,5,1,7,1,0,7,0,0,0,0,17,538,North,-2,-6,0,7,2,-6,4,-6,537
3,8,1,1,1,1,False,True,False,False,1,1,2,14,5,1,7,1,0,7,0,0,0,0,16,537,West,-2,-7,-1,6,2,-7,4,-7,536
2,8,1,1,1,1,False,True,False,False,1,1,3,14,5,1,7,1,0,7,0,0,0,0,17,536,East,-1,-7,1,6,3,-7,5,-7,535
3,8,1,1,1,1,False,True,False,False,1,1,3,13,5,1,7,1,0,5,0,0,0,0,16,535,North,-2,-7,0,5,2,-7,4,-7,534
3,9,1,1,0,1,False,True,False,False,1,1,2,13,5,1,7,1,0,5,0,0,0,1,15,534,East,-2,-8,-1,4,2,-8,4,-8,533
4,9,1,1,0,1,False,True,False,False,1,1,2,12,5,1,7,1,0,5,0,0,0,1,14,533,Stop,-3,-8,-2,3,1,-8,3,-8,532
4,9,1,1,0,1,False,True,False,False,1,1,2,13,5,1,7,1,0,6,0,0,0,1,14,532,East,-3,-8,-2,4,1,-8,3,-8,531
5,9,1,1,0,1,False,True,False,False,1,1,2,12,5,1,7,1,0,6,0,0,0,1,13,531,Stop,-4,-8,-3,3,0,-8,2,-8,530
5,9,1,1,0,1,False,True,False,False,1,1,1,12,5,1,7,1,0,7,0,0,0,1,13,530,South,-4,-8,-4,3,0,-8,2,-8,529
5,8,1,1,1,1,False,True,False,False,1,1,1,11,5,1,7,1,0,7,0,0,0,1,14,529,East,-4,-7,-4,3,0,-7,2,-7,528
6,8,1,1,1,1,False,True,False,False,1,1,1,12,5,1,7,1,0,9,0,0,0,1,13,528,North,-5,-7,-5,4,-1,-7,1,-7,527
6,9,1,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,7,0,0,0,0,12,527,North,-5,-8,-4,3,-1,-8,1,-8,526
6,10,0,1,1,1,False,True,False,False,1,1,3,12,5,1,7,1,0,5,0,0,0,1,13,526,North,-5,-9,-3,2,-1,-9,1,-9,525
6,11,1,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,5,0,0,0,1,14,525,South,-5,-10,-4,1,-1,-10,1,-10,524
6,10,0,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,6,0,0,0,1,13,524,South,-5,-9,-4,2,-1,-9,1,-9,523
6,9,1,1,1,1,False,True,False,False,1,1,1,12,5,1,7,1,0,8,0,0,0,1,12,523,East,-5,-8,-5,3,-1,-8,1,-8,522
7,9,1,1,1,1,False,True,False,False,1,1,1,12,5,1,7,1,0,9,0,0,0,1,11,522,South,-6,-8,-6,3,-2,-8,0,-8,521
7,8,1,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,9,0,0,0,1,12,521,East,-6,-7,-5,4,-2,-7,0,-7,520
8,8,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,9,0,0,0,1,11,520,North,-7,-7,-6,3,-3,-7,-1,-7,519
8,9,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,8,0,0,0,0,10,519,East,-7,-8,-6,2,-3,-8,-1,-8,518
9,9,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,9,0,0,0,0,9,518,West,-8,-8,-7,2,-4,-8,-2,-8,517
8,9,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,8,0,0,0,0,10,517,West,-7,-8,-6,2,-3,-8,-1,-8,516
7,9,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,7,0,0,0,0,11,516,West,-6,-8,-5,2,-2,-8,0,-8,515
6,9,1,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,7,0,0,0,0,12,515,West,-5,-8,-4,3,-1,-8,1,-8,514
5,9,1,1,0,1,False,True,False,False,1,1,3,12,5,1,7,1,0,5,0,0,0,1,13,514,South,-4,-8,-2,3,0,-8,2,-8,513
5,8,1,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,5,0,0,0,1,14,513,West,-4,-7,-2,3,0,-7,2,-7,512
4,8,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,5,0,0,0,1,15,512,South,-3,-7,-2,3,1,-7,3,-7,511
4,7,1,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,7,0,0,0,1,16,511,North,-3,-6,-2,5,1,-6,3,-6,510
4,8,1,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,6,0,0,0,1,15,510,East,-3,-7,-2,4,1,-7,3,-7,509
5,8,1,1,1,1,False,True,False,False,1,1,1,12,5,1,7,1,0,8,0,0,0,1,14,509,South,-4,-7,-4,4,0,-7,2,-7,508
5,7,1,1,1,1,False,True,False,False,1,1,1,11,5,1,7,1,0,8,0,0,0,1,15,508,South,-4,-6,-4,4,0,-6,2,-6,507
5,6,1,1,1,1,False,True,False,False,1,1,1,12,5,1,7,1,0,10,0,0,0,0,16,507,South,-4,-5,-4,6,0,-5,2,-5,506
5,5,1,1,1,1,False,True,False,False,1,1,1,12,5,1,7,1,0,11,0,0,0,0,17,506,West,-4,-4,-4,7,0,-4,2,-4,505
4,5,1,1,1,1,False,True,False,False,1,1,1,12,5,1,7,1,0,10,0,0,0,0,18,505,West,-3,-4,-3,7,1,-4,3,-4,504
3,5,1,1,1,1,False,True,False,False,1,1,1,11,5,1,7,1,0,8,0,0,0,0,19,504,West,-2,-4,-2,6,2,-4,4,-4,503
2,5,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,6,0,0,0,0,20,503,North,-1,-4,0,6,3,-4,5,-4,502
2,6,1,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,6,0,0,0,0,19,502,East,-1,-5,1,5,3,-5,5,-5,501
3,6,1,1,1,1,False,True,False,False,1,1,3,12,5,1,7,1,0,6,0,0,0,0,18,501,North,-2,-5,0,6,2,-5,4,-5,500
3,7,1,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,6,0,0,0,0,17,500,West,-2,-6,-1,5,2,-6,4,-6,499
2,7,1,1,1,1,False,True,False,False,1,1,3,12,5,1,7,1,0,6,0,0,0,0,18,499,East,-1,-6,1,5,3,-6,5,-6,498
3,7,1,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,4,0,0,0,0,17,498,North,-2,-6,0,4,2,-6,4,-6,497
3,8,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,4,0,0,0,0,16,497,West,-2,-7,-1,3,2,-7,4,-7,496
2,8,1,1,1,1,False,True,False,False,1,1,1,11,5,1,7,1,0,4,0,0,0,0,17,496,West,-1,-7,-1,3,3,-7,5,-7,495
1,8,0,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,4,0,0,0,1,18,495,Stop,0,-7,1,3,4,-7,6,-7,494
1,8,0,1,1,1,False,True,False,False,1,1,2,12,5,1,7,1,0,5,0,0,0,1,18,494,Stop,0,-7,1,4,4,-7,6,-7,493
1,8,0,1,1,1,False,True,False,False,1,1,3,12,5,1,7,1,0,6,0,0,0,1,18,493,East,0,-7,2,4,4,-7,6,-7,492
2,8,1,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,4,0,0,0,1,17,492,North,-1,-7,1,3,3,-7,5,-7,491
2,9,1,1,0,1,False,True,False,False,1,1,3,11,5,1,7,1,0,3,0,0,0,1,16,491,South,-1,-8,1,2,3,-8,5,-8,490
2,8,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,3,0,0,0,1,17,490,East,-1,-7,0,3,3,-7,5,-7,489
3,8,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,4,0,0,0,1,16,489,East,-2,-7,-1,3,2,-7,4,-7,488
4,8,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,5,0,0,0,0,15,488,South,-3,-7,-2,3,1,-7,3,-7,487
4,7,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,6,0,0,0,0,16,487,West,-3,-6,-2,4,1,-6,3,-6,486
3,7,1,1,1,1,False,True,False,False,1,1,1,11,5,1,7,1,0,6,0,0,0,0,17,486,West,-2,-6,-2,4,2,-6,4,-6,485
2,7,1,1,1,1,False,True,False,False,1,1,2,11,5,1,7,1,0,4,0,0,0,0,18,485,North,-1,-6,0,4,3,-6,5,-6,484
2,8,1,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,4,0,0,0,0,17,484,East,-1,-7,1,3,3,-7,5,-7,483
3,8,1,1,1,1,False,True,False,False,1,1,4,11,5,1,7,1,0,4,0,0,0,0,16,483,East,-2,-7,1,3,2,-7,4,-7,482
4,8,1,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,4,0,0,0,0,15,482,West,-3,-7,-1,3,1,-7,3,-7,481
3,8,1,1,1,1,False,True,False,False,1,1,3,11,5,1,7,1,0,3,0,0,0,0,16,481,North,-2,-7,0,3,2,-7,4,-7,480
3,9,1,1,0,1,False,True,False,False,1,1,3,12,5,1,7,1,0,3,0,0,0,1,15,480,South,-2,-8,0,3,2,-8,4,-8,479
3,8,1,1,1,1,False,True,False,False,1,1,4,12,5,1,7,1,0,5,0,0,0,1,16,479,North,-2,-7,1,4,2,-7,4,-7,478
3,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,1,15,478,Stop,-2,-8,2,3,2,-8,4,-8,477
3,9,1,1,0,1,False,True,False,False,1,1,5,11,5,1,7,1,0,4,0,0,0,1,15,477,West,-2,-8,2,2,2,-8,4,-8,476
2,9,1,1,0,1,False,True,False,False,1,1,4,11,5,1,7,1,0,4,0,0,0,1,16,476,South,-1,-8,2,2,3,-8,5,-8,475
2,8,1,1,1,1,False,True,False,False,1,1,4,11,5,1,7,1,0,5,0,0,0,1,17,475,West,-1,-7,2,3,3,-7,5,-7,474
1,8,0,1,1,1,False,True,False,False,1,1,4,11,5,1,7,1,0,6,0,0,0,1,18,474,East,0,-7,3,3,4,-7,6,-7,473
2,8,1,1,1,1,False,True,False,False,1,1,5,11,5,1,7,1,0,6,0,0,0,0,17,473,East,-1,-7,3,3,3,-7,5,-7,472
3,8,1,1,1,1,False,True,False,False,1,1,5,11,5,1,7,1,0,5,0,0,0,0,16,472,East,-2,-7,2,3,2,-7,4,-7,471
4,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,0,15,471,East,-3,-7,1,4,1,-7,3,-7,470
5,8,1,1,1,1,False,True,False,False,1,1,5,11,5,1,7,1,0,3,0,0,0,0,14,470,North,-4,-7,0,3,0,-7,2,-7,469
5,9,1,1,0,1,False,True,False,False,1,1,6,11,5,1,7,1,0,3,0,0,0,1,13,469,East,-4,-8,1,2,0,-8,2,-8,468
6,9,1,1,1,1,False,True,False,False,1,1,6,10,5,1,7,1,0,1,0,0,0,1,12,468,East,-5,-8,0,1,-1,-8,1,-8,467
7,9,1,1,1,1,False,True,False,False,1,1,6,10,5,1,7,1,0,2,0,0,0,1,11,467,East,-6,-8,-1,1,-2,-8,0,-8,466
12,10,1,1,1,1,True,True,True,True,5,6,5,12,13,6,13,12,11,9,5,3,0,0,7,0,East,-7,-4,-7,2,1,-4,1,2,-1
13,10,1,1,1,1,True,True,True,True,5,6,5,12,13,6,13,12,12,10,4,2,0,0,6,-1,North,-8,-4,-8,2,0,-4,0,2,-2
13,11,1,1,1,1,True,True,True,True,5,6,5,12,13,6,13,12,13,9,5,1,0,0,7,-2,North,-8,-5,-8,1,0,-5,0,1,197
13,12,1,1,1,1,True,True,True,False,5,6,5,12,13,6,7,1,14,8,6,0,0,0,8,197,South,-8,-6,-8,0,0,-6,-6,-11,196
13,11,1,1,1,1,True,True,True,False,5,6,5,12,13,6,7,1,13,9,5,0,0,0,7,196,South,-8,-5,-8,1,0,-5,-6,-10,195
13,10,1,1,1,1,True,True,True,False,5,6,5,12,13,6,7,1,12,10,4,0,0,0,6,195,South,-8,-4,-8,2,0,-4,-6,-9,194
13,9,1,1,1,1,True,True,True,False,5,6,5,12,13,6,7,1,11,11,3,0,0,0,5,194,South,-8,-3,-8,3,0,-3,-6,-8,193
13,8,1,1,1,1,True,True,True,False,5,6,5,12,13,6,7,1,10,12,2,0,0,0,6,193,South,-8,-2,-8,4,0,-2,-6,-7,192
13,7,1,1,1,1,True,True,True,False,5,6,5,12,13,6,7,1,9,13,1,0,0,0,7,192,South,-8,-1,-8,5,0,-1,-6,-6,391
13,6,1,1,1,1,True,True,False,False,5,6,5,12,5,1,7,1,8,14,0,0,0,0,8,391,West,-8,0,-8,6,-8,-5,-6,-5,390
12,6,1,1,1,1,True,True,False,False,5,6,5,12,5,1,7,1,7,13,0,0,0,0,9,390,West,-7,0,-7,6,-7,-5,-5,-5,389
11,6,1,1,1,1,True,True,False,False,5,6,5,12,5,1,7,1,6,12,0,0,0,0,10,389,West,-6,0,-6,6,-6,-5,-4,-5,388
10,6,1,1,1,1,True,True,False,False,5,6,5,12,5,1,7,1,5,11,0,0,0,0,11,388,West,-5,0,-5,6,-5,-5,-3,-5,387
9,6,1,1,1,1,True,True,False,False,5,6,5,12,5,1,7,1,4,10,0,0,0,0,12,387,West,-4,0,-4,6,-4,-5,-2,-5,386
8,6,1,1,1,1,True,True,False,False,5,6,5,12,5,1,7,1,3,9,0,0,0,0,13,386,West,-3,0,-3,6,-3,-5,-1,-5,385
7,6,1,1,1,1,True,True,False,False,5,6,5,12,5,1,7,1,2,8,0,0,0,0,14,385,West,-2,0,-2,6,-2,-5,0,-5,384
6,6,1,1,1,1,True,True,False,False,5,6,5,12,5,1,7,1,1,7,0,0,0,0,15,384,West,-1,0,-1,6,-1,-5,1,-5,583
5,6,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,6,0,0,0,0,16,583,North,-4,-5,0,6,0,-5,2,-5,582
5,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,0,15,582,North,-4,-6,0,5,0,-6,2,-6,581
5,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,0,14,581,North,-4,-7,0,4,0,-7,2,-7,580
5,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,580,East,-4,-8,0,3,0,-8,2,-8,579
6,9,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,12,579,South,-5,-8,-1,3,-1,-8,1,-8,578
6,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,1,13,578,South,-5,-7,-1,4,-1,-7,1,-7,577
6,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,6,0,0,0,1,14,577,East,-5,-6,-1,5,-1,-6,1,-6,576
7,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,7,0,0,0,1,13,576,West,-6,-6,-2,5,-2,-6,0,-6,575
6,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,6,0,0,0,1,14,575,North,-5,-6,-1,5,-1,-6,1,-6,574
6,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,1,13,574,South,-5,-7,-1,4,-1,-7,1,-7,573
6,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,6,0,0,0,0,14,573,East,-5,-6,-1,5,-1,-6,1,-6,572
7,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,7,0,0,0,0,13,572,West,-6,-6,-2,5,-2,-6,0,-6,571
6,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,6,0,0,0,0,14,571,West,-5,-6,-1,5,-1,-6,1,-6,570
5,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,0,15,570,North,-4,-6,0,5,0,-6,2,-6,569
5,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,0,14,569,North,-4,-7,0,4,0,-7,2,-7,568
5,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,568,South,-4,-8,0,3,0,-8,2,-8,567
5,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,14,567,North,-4,-7,0,4,0,-7,2,-7,566
5,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,566,West,-4,-8,0,3,0,-8,2,-8,565
4,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,14,565,South,-3,-8,1,3,1,-8,3,-8,564
4,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,1,15,564,South,-3,-7,1,4,1,-7,3,-7,563
4,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,6,0,0,0,1,16,563,North,-3,-6,1,5,1,-6,3,-6,562
4,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,1,15,562,South,-3,-7,1,4,1,-7,3,-7,561
4,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,6,0,0,0,0,16,561,East,-3,-6,1,5,1,-6,3,-6,560
5,7,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,0,15,560,North,-4,-6,0,5,0,-6,2,-6,559
5,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,0,14,559,North,-4,-7,0,4,0,-7,2,-7,558
5,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,558,Stop,-4,-8,0,3,0,-8,2,-8,557
5,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,557,South,-4,-8,0,3,0,-8,2,-8,556
5,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,14,556,West,-4,-7,0,4,0,-7,2,-7,555
4,8,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,1,15,555,North,-3,-7,1,4,1,-7,3,-7,554
4,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,14,554,East,-3,-8,1,3,1,-8,3,-8,553
5,9,1,1,0,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,553,East,-4,-8,0,3,0,-8,2,-8,552
6,9,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,12,552,East,-5,-8,-1,3,-1,-8,1,-8,551
7,9,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,0,11,551,North,-6,-8,-2,3,-2,-8,0,-8,550
7,10,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,0,12,550,West,-6,-9,-2,2,-2,-9,0,-9,549
6,10,0,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,549,Stop,-5,-9,-1,2,-1,-9,1,-9,548
6,10,0,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,548,East,-5,-9,-1,2,-1,-9,1,-9,547
7,10,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,12,547,West,-6,-9,-2,2,-2,-9,0,-9,546
6,10,0,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,546,North,-5,-9,-1,2,-1,-9,1,-9,545
6,11,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,2,0,0,0,1,14,545,East,-5,-10,-1,1,-1,-10,1,-10,544
7,11,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,1,13,544,South,-6,-10,-2,1,-2,-10,0,-10,543
7,10,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,1,12,543,East,-6,-9,-2,2,-2,-9,0,-9,542
8,10,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,5,0,0,0,0,11,542,North,-7,-9,-3,2,-3,-9,-1,-9,541
8,11,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,4,0,0,0,0,12,541,West,-7,-10,-3,1,-3,-10,-1,-10,540
7,11,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,3,0,0,0,0,13,540,West,-6,-10,-2,1,-2,-10,0,-10,539
6,11,1,1,1,1,False,True,False,False,1,1,5,12,5,1,7,1,0,2,0,0,0,0,14,539,West,-5,-10,-1,1,-1,-10,1,-10,538
1,6,0,1,0,1,True,True,True,True,6,4,8,6,11,3,16,6,7,7,13,15,0,1,-1,0,East,5,-2,7,0,10,-3,15,0,-1
2,6,1,1,0,0,True,True,True,True,6,4,9,6,12,3,16,6,6,7,13,15,0,1,-1,-1,West,4,-2,7,0,10,-3,14,0,-2
1,6,0,1,0,1,True,True,True,True,6,3,10,6,13,3,17,6,8,9,15,17,0,1,-1,-2,Stop,5,-3,9,0,12,-3,16,0,-3
1,6,0,1,0,1,True,True,True,True,6,3,11,6,13,3,18,6,8,10,15,18,0,1,-1,-3,East,5,-3,10,0,12,-3,17,0,-4
2,6,1,1,0,0,True,True,True,True,5,3,11,6,13,4,18,5,6,9,13,18,0,1,-1,-4,West,3,-3,9,0,11,-2,16,-1,-5
1,6,0,1,0,1,True,True,True,True,5,3,11,6,14,4,18,4,7,10,15,18,0,1,-1,-5,East,4,-3,10,0,13,-2,17,-2,-6
2,6,1,1,0,0,True,True,True,True,5,4,10,6,13,4,18,5,5,8,13,17,0,1,-1,-6,East,3,-2,8,0,11,-2,16,-1,-7
3,6,1,1,0,0,True,True,True,True,4,4,9,6,13,3,18,5,3,6,13,17,0,0,-1,-7,West,1,-2,6,0,10,-3,15,-1,-8
2,6,1,1,0,0,True,True,True,True,4,4,10,6,13,4,18,4,4,8,13,19,0,1,-1,-8,Stop,2,-2,8,0,11,-2,16,-2,-9
2,6,1,1,0,0,True,True,True,True,3,4,11,6,13,3,18,3,3,9,14,18,0,1,-1,-9,Stop,1,-2,9,0,11,-3,16,-3,-10
2,6,1,1,0,0,True,True,True,True,3,4,10,6,13,3,18,4,3,8,14,17,0,1,-1,-10,West,1,-2,8,0,11,-3,16,-2,-11
1,6,0,1,0,1,True,True,True,True,4,4,10,6,14,3,17,4,5,9,16,19,0,1,-1,-11,South,3,-2,9,0,13,-3,16,-2,-12
1,5,0,0,1,1,True,True,True,True,3,4,9,6,14,4,17,3,3,9,14,19,0,1,-1,-12,Stop,2,-1,8,1,13,-1,16,-2,-13
1,5,0,0,1,1,True,True,True,True,3,3,9,6,14,5,18,3,4,9,13,19,0,1,-1,-13,Stop,2,-2,8,1,13,0,17,-2,-14
1,5,0,0,1,1,True,True,True,True,3,3,8,6,14,6,18,3,4,8,14,18,0,1,-1,-14,North,2,-2,7,1,13,1,17,-2,-15
1,6,0,1,0,1,True,True,True,True,3,4,9,6,14,6,17,3,4,8,13,20,0,0,-1,-15,East,2,-2,8,0,13,0,16,-3,-16
2,6,1,1,0,0,True,True,True,True,3,4,9,6,14,5,18,3,3,7,13,18,0,1,-1,-16,East,1,-2,7,0,12,-1,16,-3,-17
3,6,1,1,0,0,True,True,True,True,3,3,10,6,14,4,18,4,3,7,13,18,0,1,-1,-17,Stop,0,-3,7,0,11,-2,15,-2,-18
3,6,1,1,0,0,True,True,True,True,3,3,11,6,14,3,18,3,3,8,14,18,0,1,-1,-18,West,0,-3,8,0,11,-3,15,-3,-19
2,6,1,1,0,0,True,True,True,True,3,4,12,6,14,3,18,3,3,10,15,19,0,1,-1,-19,Stop,1,-2,10,0,12,-3,16,-3,-20
2,6,1,1,0,0,True,True,True,True,3,4,13,6,13,3,18,3,3,11,14,19,0,1,-1,-20,East,1,-2,11,0,11,-3,16,-3,-21
3,6,1,1,0,0,True,True,True,True,3,4,12,6,14,3,18,3,2,9,14,18,0,1,-1,-21,West,0,-2,9,0,11,-3,15,-3,-22
2,6,1,1,0,0,True,True,True,True,2,4,11,6,14,4,18,3,2,9,14,19,0,1,-1,-22,Stop,0,-2,9,0,12,-2,16,-3,-23
2,6,1,1,0,0,True,True,True,True,3,4,10,6,14,4,18,3,3,8,14,19,0,0,-1,-23,East,1,-2,8,0,12,-2,16,-3,-24
3,6,1,1,0,0,True,True,True,True,2,4,11,6,14,3,18,3,3,8,14,17,0,1,-1,-24,West,-1,-2,8,0,11,-3,15,-3,-25
2,6,1,1,0,0,True,True,True,True,2,4,11,6,14,3,18,4,2,9,15,18,0,1,-1,-25,Stop,0,-2,9,0,12,-3,16,-2,-26
2,6,1,1,0,0,True,True,True,True,2,3,11,6,13,3,18,4,3,9,14,18,0,1,-1,-26,East,0,-3,9,0,11,-3,16,-2,-27
3,6,1,1,0,0,True,True,True,True,2,4,12,6,13,3,18,4,3,9,13,16,0,1,-1,-27,Stop,-1,-2,9,0,10,-3,15,-2,-28
3,6,1,1,0,0,True,True,True,True,2,4,12,6,13,3,17,4,3,9,13,17,0,1,-1,-28,Stop,-1,-2,9,0,10,-3,14,-2,-29
